iso_code,continent,location,date,new_cases,population
AFG,Asia,Afghanistan,2020-02-24,5,41128772
AFG,Asia,Afghanistan,2020-02-25,0,41128772
AFG,Asia,Afghanistan,2020-02-26,0,41128772
AFG,Asia,Afghanistan,2020-02-27,0,41128772
AFG,Asia,Afghanistan,2020-02-28,0,41128772
AFG,Asia,Afghanistan,2020-02-29,0,41128772
AFG,Asia,Afghanistan,2020-03-01,0,41128772
AFG,Asia,Afghanistan,2020-03-02,0,41128772
AFG,Asia,Afghanistan,2020-03-03,0,41128772
